"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @hadleywickham: babynames package now includes 2014 data: https://t.co/TcaJxiEjZl #rstats",FALSE,0,NA,2016-02-23 00:14:39,FALSE,NA,"701923085885186048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tangming2005",19,TRUE,FALSE,NA,NA
"RT @plotlygraphs: Check out the plotly build of the official ggplot2 docs:
https://t.co/ZOP5Ri4Vhc
#ggplot2 #rstats https://t.co/Z8wEcm8TUh",FALSE,2,NA,2016-02-23 00:10:10,FALSE,NA,"701921958548656129",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NumFOCUS",0,FALSE,FALSE,NA,NA
"RT @Mehdi_Nemlaghi: @drob Well, when you begin to master #rstats #datatable package with Keys &amp; joins, u feel like this (fast and agile) ht…",FALSE,0,NA,2016-02-23 00:09:59,FALSE,NA,"701921910750248964",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MattDowle",3,TRUE,FALSE,NA,NA
"RT @KirkDBorne: 600 websites about R: https://t.co/9xeqx06FTD #abdsc #Rstats #DataScience #Statistics #MachineLearning https://t.co/0kKVoqr…",FALSE,0,NA,2016-02-23 00:07:40,FALSE,NA,"701921327737925636",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klunkySQL",16,TRUE,FALSE,NA,NA
"RT @Rbloggers: Advanced Analytics Software’s Most Important Feature? Gartner Says it’s VCF https://t.co/Dt7aV6BxDt #rstats #DataScience",FALSE,0,NA,2016-02-23 00:01:37,FALSE,NA,"701919804400148481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zaticwu",3,TRUE,FALSE,NA,NA
"RT @R_Graph_Gallery: +120 plots available in the https://t.co/94JzuHm8wV, with the associated #R code! #data #dataviz #graph #rstats https:…",FALSE,0,NA,2016-02-23 00:00:07,FALSE,NA,"701919429622423554",NA,"<a href=""http://abc.com"" rel=""nofollow"">WP Tweet Machine 4 ITSIN</a>","InfographicsIts",5,TRUE,FALSE,NA,NA
"RT @R_Graph_Gallery: +120 plots available in the https://t.co/94JzuHm8wV, with the associated #R code! #data #dataviz #graph #rstats https:…",FALSE,0,NA,2016-02-22 23:59:28,FALSE,NA,"701919266929516544",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","_SevillaR",5,TRUE,FALSE,NA,NA
"RT @dataiku: 600 websites about R: https://t.co/qGfZPwfn49 #Rstats #DataScience #Statistics #MachineLearning | RT @KirkDBorne https://t.co/…",FALSE,0,NA,2016-02-22 23:58:30,FALSE,NA,"701919020715536385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tthus",2,TRUE,FALSE,NA,NA
"R for Deep Learning (I): Build Fully Connected Neural Network from Scratch
https://t.co/1BMihNHO9D
#rstats #DeepLearning #machinelearning",FALSE,0,NA,2016-02-22 23:57:28,FALSE,NA,"701918762228961281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kevlbass1024",0,FALSE,FALSE,NA,NA
"&gt; parse(text = ""x[[1\n]# lol\n]"")
expression(x[[1
]# lol
])

#rstats",FALSE,1,NA,2016-02-22 23:55:06,FALSE,NA,"701918165119307776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kevin_ushey",0,FALSE,FALSE,NA,NA
"RT @pssGuy: #rstats @plotlygraphs shiny interactive #OECD map app
https://t.co/zkT2k6ZIWJ
@cpsievert @JennyBryan https://t.co/hmvy4aapCy",FALSE,0,NA,2016-02-22 23:52:57,FALSE,NA,"701917625853476864",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cpsievert",9,TRUE,FALSE,NA,NA
"@ETNAR_uk @Worville @Torvaney (hard writing #rstats in a tweet haha)",FALSE,1,"UTVilla",2016-02-22 23:52:22,FALSE,"701917342746464261","701917477920493573","293697138","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UTVilla",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Conducting Assessments and Surveys with Shiny https://t.co/xf8ldHqkSu #rstats #DataScience",FALSE,0,NA,2016-02-22 23:51:12,FALSE,NA,"701917182934913025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LovedeepSG",7,TRUE,FALSE,NA,NA
"RT @R_Graph_Gallery: +120 plots available in the https://t.co/94JzuHm8wV, with the associated #R code! #data #dataviz #graph #rstats https:…",FALSE,0,NA,2016-02-22 23:45:39,FALSE,NA,"701915786814869504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntoViral",5,TRUE,FALSE,NA,NA
"RT @R_Graph_Gallery: +120 plots available in the https://t.co/94JzuHm8wV, with the associated #R code! #data #dataviz #graph #rstats https:…",FALSE,0,NA,2016-02-22 23:45:20,FALSE,NA,"701915708859531267",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","frod_san",5,TRUE,FALSE,NA,NA
"rCharts: https://t.co/TnodbClXtH #rstats #lattice",FALSE,1,NA,2016-02-22 23:40:02,FALSE,NA,"701914374626103296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imsanaw",0,FALSE,FALSE,NA,NA
"#PAWWorkforce #rstats #yesthatissurvival SPKFR for 15% off! https://t.co/OnaFsdVPpy",FALSE,0,NA,2016-02-22 23:38:52,FALSE,NA,"701914081389735936",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","jon_framp",0,FALSE,FALSE,NA,NA
"RT @revodavid: .@redmonk's rankings are reassuringly steady over time. R holds at #13 https://t.co/quDaI2kyWZ #rstats https://t.co/0yy5cghZ…",FALSE,0,NA,2016-02-22 23:35:55,FALSE,NA,"701913336758161409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThomasSpeidel",2,TRUE,FALSE,NA,NA
"Advanced Analytics Software’s Most Important Feature? Gartner Says it’s VCF https://t.co/Dt7aV6BxDt #rstats #DataScience",FALSE,3,NA,2016-02-22 23:30:24,FALSE,NA,"701911950171570176",NA,"<a href=""http://www.r-bloggers.com"" rel=""nofollow"">r-bloggers.com</a>","Rbloggers",3,FALSE,FALSE,NA,NA
"Business Intelligence and Data Science Groups in East Tennessee https://t.co/n66hJtEEbv #rstats #DataScience",FALSE,1,NA,2016-02-22 23:30:22,FALSE,NA,"701911942424719360",NA,"<a href=""http://www.r-bloggers.com"" rel=""nofollow"">r-bloggers.com</a>","Rbloggers",1,FALSE,FALSE,NA,NA
"RT @PD_value: Familiar #rstats interfaces now also for #stan! Check 'm out in this blog https://t.co/e3VoHoAWMe",FALSE,0,NA,2016-02-22 23:29:57,FALSE,NA,"701911837089071105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eoinbrazil",1,TRUE,FALSE,NA,NA
"RT @PD_value: Use ggmcmc to smoothly make #rstats ggplot graphs from your Stan runs! https://t.co/KJXrLmJvYP via @hadleywickham https://t.c…",FALSE,0,NA,2016-02-22 23:29:31,FALSE,NA,"701911727290642433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eoinbrazil",18,TRUE,FALSE,NA,NA
"RT @hadleywickham: Using multiple models for EDA: purrr + tidyr + dplyr = https://t.co/lDZ7G8Ce9S #rstats #wombat2016",FALSE,0,NA,2016-02-22 23:27:06,FALSE,NA,"701911118676172800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eoinbrazil",32,TRUE,FALSE,NA,NA
"RT @NumFOCUS: .@NumFOCUS is proud to announce @mcmc_stan as our newest fiscally sponsored project! https://t.co/2fFWoh1kZs #rstats #cpluspl…",FALSE,0,NA,2016-02-22 23:24:58,FALSE,NA,"701910582237134848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PyData",4,TRUE,FALSE,NA,NA
"Remember: ""not rejecting H0 is a far cry from accepting it.""-- Roff #statschat #stats #lifehistorytheory #rstats #R",FALSE,2,NA,2016-02-22 23:22:16,FALSE,NA,"701909902906695680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mathvsoldage",0,FALSE,FALSE,NA,NA
"RT @hadleywickham: babynames package now includes 2014 data: https://t.co/TcaJxiEjZl #rstats",FALSE,0,NA,2016-02-22 23:21:01,FALSE,NA,"701909588375793665",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","sjackman",19,TRUE,FALSE,NA,NA
"trying out #emacs for #rstats",FALSE,1,NA,2016-02-22 23:16:51,FALSE,NA,"701908540466663424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","richardburcher",0,FALSE,FALSE,NA,NA
"#rstats if I make a setAs(from = 'MyClass"", to = 'list') method for an S4 object, should I still make an as.list.MyClass S3 method?",FALSE,0,NA,2016-02-22 23:13:50,FALSE,NA,"701907779863187456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tjmahr",0,FALSE,FALSE,NA,NA
"RT @bartonpoulson: JSON data in #Rstats has lists within lists within lists within lists. It's the #datascience version of #BeingJohnMalkov…",FALSE,0,NA,2016-02-22 23:09:02,FALSE,NA,"701906574554505217",NA,"<a href=""http://www.rabianuray.net"" rel=""nofollow"">Data Science Wire</a>","sentiwire",1,TRUE,FALSE,NA,NA
"JSON data in #Rstats has lists within lists within lists within lists. It's the #datascience version of #BeingJohnMalkovich.",FALSE,1,NA,2016-02-22 23:09:02,FALSE,NA,"701906571316559873",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bartonpoulson",1,FALSE,FALSE,NA,NA
